time;V(/V1in);V(/Vc);
0.0199757;2.15057;3.33221;
0.0199836;2.11486;3.32278;
0.0199919;2.07741;3.3127;
0.0200004;2.0386;3.30206;
0.020009;1.99907;3.29102;
0.0200168;1.96323;3.28083;
0.0200251;1.92528;3.26987;
0.0200347;1.881;3.25684;
0.0200431;1.84169;3.24507;
0.0200518;1.80141;3.23281;
0.0200598;1.76378;3.22117;
0.0200698;1.71691;3.20644;
0.0200777;1.67968;3.19455;
0.020086;1.6409;3.18198;
0.0200945;1.60061;3.16874;
0.0201032;1.55948;3.15502;
0.0201109;1.52244;3.1425;
0.0201192;1.48316;3.12906;
0.0201287;1.43787;3.11333;
0.0201371;1.39719;3.099;
0.0201458;1.35554;3.08414;
0.0201538;1.31681;3.07014;
0.0201638;1.26851;3.05246;
0.0201718;1.22999;3.03817;
0.02018;1.19033;3.02328;
0.0201885;1.14892;3.00756;
0.0201972;1.10643;2.99123;
0.020205;1.06863;2.97655;
0.0202132;1.02837;2.96073;
0.0202225;0.982817;2.94263;
0.020231;0.941102;2.92586;
0.0202397;0.898391;2.90851;
0.0202477;0.858974;2.89232;
0.0202577;0.809676;2.87184;
0.0202657;0.770065;2.8552;
0.0202739;0.729752;2.8381;
0.0202824;0.687727;2.8201;
0.0202912;0.644123;2.80123;
0.0202988;0.606182;2.78465;
0.0203071;0.565204;2.76658;
0.0203161;0.520368;2.74661;
0.0203246;0.477919;2.72751;
0.0203333;0.434442;2.70776;
0.0203413;0.394794;2.68959;
0.0203513;0.344931;2.66651;
0.0203594;0.304363;2.64754;
0.0203677;0.263055;2.62806;
0.0203761;0.221254;2.60818;
0.0203861;0.171292;2.58418;
0.020394;0.131595;2.56493;
0.0204025;0.0893274;2.54426;
0.0204117;0.0434507;2.52163;
0.02042;0.00180406;2.5009;
0.0204285;-0.0407459;2.47954;
0.0204366;-0.0813756;2.45898;
0.0204466;-0.131364;2.43346;
0.0204546;-0.171112;2.41298;
0.0204628;-0.211996;2.39175;
0.0204713;-0.25455;2.36948;
0.02048;-0.298052;2.34653;
0.0204877;-0.336759;2.32594;
0.020496;-0.377825;2.30394;
0.0205053;-0.424347;2.27881;
0.0205138;-0.46667;2.25575;
0.0205225;-0.50989;2.23202;
0.0205305;-0.549734;2.20998;
0.0205405;-0.599403;2.18227;
0.0205485;-0.639143;2.15992;
0.0205567;-0.679488;2.13707;
0.0205652;-0.7216;2.11303;
0.020574;-0.765048;2.08804;
0.0205816;-0.802897;2.06611;
0.0205899;-0.843583;2.04237;
0.0205989;-0.88824;2.01612;
0.0206075;-0.930163;1.99128;
0.0206162;-0.972987;1.96572;
0.0206242;-1.01203;1.94225;
0.0206342;-1.06094;1.91261;
0.0206423;-1.10054;1.88842;
0.0206505;-1.14076;1.86369;
0.0206589;-1.18157;1.83841;
0.0206689;-1.23009;1.80812;
0.0206769;-1.2687;1.78383;
0.0206853;-1.30952;1.75798;
0.0206946;-1.35412;1.72952;
0.0207029;-1.39411;1.7038;
0.0207114;-1.43486;1.67742;
0.0207196;-1.47382;1.65202;
0.0207296;-1.52152;1.62068;
0.0207375;-1.5592;1.59574;
0.0207457;-1.59819;1.56976;
0.0207542;-1.6385;1.54271;
0.0207629;-1.67941;1.51506;
0.0207707;-1.71602;1.49015;
0.0207789;-1.75464;1.46369;
0.0207884;-1.79888;1.43316;
0.0207969;-1.8384;1.40569;
0.0208055;-1.87862;1.37752;
0.0208136;-1.9158;1.35131;
0.0208236;-1.96189;1.31857;
0.0208315;-1.99843;1.29242;
0.0208397;-2.03582;1.26548;
0.0208482;-2.07465;1.23732;
0.0208569;-2.11426;1.20837;
0.0208647;-2.14928;1.18261;
0.0208729;-2.18639;1.15513;
0.0208822;-2.22807;1.12403;
0.0208907;-2.26605;1.09549;
0.0208994;-2.3047;1.06623;
0.0209074;-2.34016;1.03921;
0.0209174;-2.38422;1.00536;
0.0209254;-2.41942;0.978126;
0.0209336;-2.45504;0.950374;
0.0209421;-2.49192;0.92144;
0.0209509;-2.52998;0.891359;
0.0209585;-2.56287;0.865181;
0.0209668;-2.59821;0.83686;
0.0209758;-2.63659;0.805885;
0.0209843;-2.67275;0.776478;
0.0209931;-2.70955;0.746324;
0.021001;-2.74289;0.718811;
0.021011;-2.78456;0.684159;
0.0210191;-2.81825;0.655916;
0.0210274;-2.85236;0.627125;
0.0210358;-2.88661;0.597999;
0.0210458;-2.92729;0.563124;
0.0210537;-2.95936;0.535413;
0.0210622;-2.99333;0.505839;
0.0210713;-3.02987;0.473784;
0.0210797;-3.06291;0.444574;
0.0210882;-3.09644;0.414696;
0.0210963;-3.12823;0.386165;
0.0211063;-3.16708;0.351003;
0.0211143;-3.19778;0.322981;
0.0211224;-3.22909;0.294197;
0.021131;-3.2615;0.264167;
0.0211397;-3.29444;0.233397;
0.0211474;-3.32346;0.206074;
0.0211557;-3.35412;0.176996;
0.021165;-3.38843;0.14417;
0.0211735;-3.41957;0.11413;
0.0211822;-3.45115;0.0834135;
0.0211902;-3.48001;0.0551098;
0.0212002;-3.51573;0.0197568;
0.0212082;-3.54415;-0.00861614;
0.0212163;-3.5728;-0.0374555;
0.0212248;-3.60236;-0.0674624;
0.0212336;-3.63274;-0.0985706;
0.0212413;-3.6589;-0.125588;
0.0212495;-3.6869;-0.154743;
0.0212585;-3.71719;-0.18657;
0.0212671;-3.74559;-0.216691;
0.0212758;-3.77437;-0.2475;
0.0212838;-3.80034;-0.27555;
0.0212938;-3.83264;-0.310783;
0.0213019;-3.85863;-0.339419;
0.0213102;-3.88483;-0.36854;
0.0213185;-3.91103;-0.397947;
0.0213285;-3.94198;-0.433057;
0.0213365;-3.96627;-0.460896;
0.0213449;-3.99187;-0.490522;
0.0213541;-4.01929;-0.522584;
0.0213624;-4.04393;-0.551697;
0.0213709;-4.06882;-0.581404;
0.0213791;-4.09229;-0.609715;
0.0213891;-4.12081;-0.64451;
0.021397;-4.14322;-0.672156;
0.0214052;-4.16597;-0.700514;
0.0214137;-4.18937;-0.730015;
0.0214224;-4.21301;-0.760154;
0.0214302;-4.23375;-0.786885;
0.0214384;-4.25551;-0.815246;
0.0214477;-4.27977;-0.847238;
0.0214562;-4.30159;-0.876386;
0.0214649;-4.32357;-0.906114;
0.0214729;-4.34355;-0.933458;
0.0214829;-4.3681;-0.967511;
0.021491;-4.38747;-0.994749;
0.0214991;-4.40687;-1.02237;
0.0215076;-4.42677;-1.05108;
0.0215164;-4.44705;-1.08073;
0.0215241;-4.46441;-1.10646;
0.0215323;-4.48284;-1.13413;
0.0215413;-4.50266;-1.16434;
0.0215499;-4.52104;-1.19278;
0.0215586;-4.53951;-1.22178;
0.0215666;-4.55605;-1.24815;
0.0215766;-4.57642;-1.28117;
0.0215847;-4.59263;-1.3079;
0.021593;-4.60882;-1.33502;
0.0216013;-4.6249;-1.36239;
0.0216113;-4.64367;-1.39495;
0.0216193;-4.65826;-1.42074;
0.0216277;-4.67345;-1.44806;
0.0216369;-4.6896;-1.47766;
0.0216453;-4.70388;-1.50435;
0.0216538;-4.71813;-1.53152;
0.0216619;-4.73143;-1.55738;
0.0216719;-4.74736;-1.58904;
0.0216798;-4.75968;-1.61408;
0.021688;-4.77207;-1.6398;
0.0216966;-4.78461;-1.66642;
0.0217053;-4.79706;-1.69349;
0.021713;-4.80787;-1.71755;
0.0217213;-4.81901;-1.74294;
0.0217306;-4.83129;-1.77169;
0.0217391;-4.84206;-1.79762;
0.0217478;-4.8527;-1.82397;
0.0217558;-4.8622;-1.84821;
0.0217658;-4.87362;-1.87826;
0.0217738;-4.88239;-1.90214;
0.021782;-4.891;-1.92631;
0.0217905;-4.89967;-1.9515;
0.0217992;-4.90822;-1.97729;
0.0218069;-4.9154;-1.99975;
0.0218152;-4.92279;-2.02373;
0.0218243;-4.93057;-2.0501;
0.0218328;-4.93747;-2.07457;
0.0218415;-4.94415;-2.09944;
0.0218495;-4.94994;-2.12207;
0.0218595;-4.95675;-2.15024;
0.0218676;-4.96189;-2.17287;
0.0218758;-4.9668;-2.19575;
0.0218842;-4.97146;-2.21899;
0.0218932;-4.97606;-2.24365;
0.0219009;-4.97964;-2.2644;
0.0219091;-4.9832;-2.28683;
0.021918;-4.98664;-2.31065;
0.0219265;-4.98957;-2.3334;
0.0219353;-4.9922;-2.35651;
0.0219432;-4.99426;-2.37736;
0.0219532;-4.99641;-2.40341;
0.0219614;-4.99779;-2.42455;
0.0219697;-4.99885;-2.4459;
0.0219781;-4.99957;-2.46705;
0.0219881;-4.99998;-2.49225;
0.0219959;-4.99994;-2.51188;
0.0220044;-4.99956;-2.53286;
0.0220134;-4.99877;-2.5549;
0.0220217;-4.99766;-2.57524;
0.0220303;-4.99617;-2.59585;
0.0220383;-4.99443;-2.61516;
0.0220483;-4.99182;-2.63882;
0.0220564;-4.98936;-2.65765;
0.0220645;-4.98653;-2.67661;
0.022073;-4.98325;-2.6961;
0.0220818;-4.97945;-2.71613;
0.0220895;-4.97585;-2.73334;
0.0220977;-4.97163;-2.75176;
0.0221067;-4.96664;-2.7716;
0.0221153;-4.96154;-2.79024;
0.022124;-4.95594;-2.8091;
0.0221319;-4.95052;-2.82608;
0.0221419;-4.94326;-2.84719;
0.0221501;-4.93698;-2.86416;
0.0221584;-4.93025;-2.88124;
0.0221667;-4.92312;-2.89826;
0.0221767;-4.91414;-2.91837;
0.0221847;-4.90668;-2.93409;
0.0221931;-4.89837;-2.95067;
0.0222022;-4.88901;-2.96832;
0.0222106;-4.8801;-2.98423;
0.0222191;-4.87065;-3.00027;
0.0222272;-4.86132;-3.01535;
0.0222372;-4.84939;-3.03366;
0.0222452;-4.83952;-3.04804;
0.0222533;-4.82911;-3.06256;
0.0222619;-4.81789;-3.0775;
0.0222706;-4.80602;-3.09259;
0.0222783;-4.79522;-3.10573;
0.0222866;-4.78339;-3.11955;
0.0222958;-4.76973;-3.13479;
0.0223043;-4.7568;-3.14859;
0.022313;-4.74322;-3.16246;
0.022321;-4.73042;-3.175;
0.022331;-4.71398;-3.1904;
0.0223391;-4.70042;-3.20255;
0.0223472;-4.68632;-3.21469;
0.0223557;-4.6714;-3.22704;
0.0223645;-4.65545;-3.23968;
0.0223722;-4.6414;-3.25039;
0.0223804;-4.62588;-3.26177;
0.0223894;-4.6087;-3.27386;
0.0223979;-4.59198;-3.28513;
0.0224067;-4.57452;-3.29642;
0.0224146;-4.55833;-3.30648;
0.0224246;-4.53756;-3.31883;
0.0224328;-4.52028;-3.32866;
0.0224411;-4.50239;-3.33844;
0.0224494;-4.48409;-3.34803;
0.0224594;-4.46174;-3.35922;
0.0224673;-4.44377;-3.36783;
0.0224758;-4.42421;-3.37682;
0.0224849;-4.40288;-3.38619;
0.0224932;-4.38296;-3.39455;
0.0225017;-4.36228;-3.40286;
0.0225098;-4.34233;-3.41052;
0.0225198;-4.31733;-3.41967;
0.0225278;-4.29703;-3.42673;
0.022536;-4.27609;-3.4337;
0.0225445;-4.25385;-3.44076;
0.0225533;-4.23066;-3.44775;
0.0225609;-4.21003;-3.45367;
0.0225692;-4.18765;-3.45979;
0.0225783;-4.16246;-3.46631;
0.0225869;-4.13872;-3.47211;
0.0225956;-4.11412;-3.47779;
0.0226036;-4.09131;-3.48276;
0.0226136;-4.06236;-3.48867;
0.0226216;-4.03868;-3.49319;
0.0226299;-4.01432;-3.49755;
0.0226383;-3.98906;-3.50178;
0.0226472;-3.9619;-3.50601;
0.0226549;-3.93854;-3.50938;
0.0226631;-3.91289;-3.51281;
0.022672;-3.88508;-3.51623;
0.0226806;-3.85809;-3.51925;
0.0226893;-3.83015;-3.52207;
0.0226972;-3.80451;-3.52441;
0.0227072;-3.77188;-3.52703;
0.0227154;-3.74492;-3.52892;
0.0227237;-3.71721;-3.53059;
0.0227321;-3.68924;-3.53202;
0.0227421;-3.65531;-3.53342;
0.0227499;-3.62836;-3.53427;
0.0227584;-3.5991;-3.53494;
0.0227674;-3.56773;-3.53537;
0.0227757;-3.53834;-3.53552;
0.0227843;-3.50802;-3.53542;
0.0227924;-3.4791;-3.53508;
0.0228024;-3.44302;-3.53434;
0.0228104;-3.4138;-3.5335;
0.0228186;-3.38388;-3.5324;
0.0228271;-3.35251;-3.53101;
0.0228359;-3.31974;-3.52931;
0.0228435;-3.29104;-3.5276;
0.0228518;-3.25987;-3.52553;
0.0228608;-3.22553;-3.52299;
0.0228693;-3.19282;-3.52032;
0.022878;-3.1591;-3.51733;
0.022886;-3.12816;-3.51437;
0.022896;-3.089;-3.51033;
0.0229041;-3.05693;-3.50679;
0.0229124;-3.02409;-3.50294;
0.0229208;-2.99065;-3.49881;
0.0229308;-2.95043;-3.49356;
0.0229387;-2.91827;-3.48913;
0.0229472;-2.88384;-3.48418;
0.0229563;-2.84623;-3.47852;
0.0229647;-2.8119;-3.47314;
0.0229732;-2.77661;-3.46738;
0.0229813;-2.74273;-3.46166;
0.0229913;-2.70079;-3.45429;
0.0229993;-2.66724;-3.44819;
0.0230074;-2.63254;-3.44169;
0.023016;-2.59623;-3.43467;
0.0230247;-2.5589;-3.42723;
0.0230324;-2.52549;-3.42039;
0.0230407;-2.48988;-3.41291;
0.02305;-2.44928;-3.40414;
0.0230585;-2.41215;-3.3959;
0.0230672;-2.37402;-3.38723;
0.0230752;-2.33868;-3.379;
0.0230852;-2.29437;-3.36843;
0.0230932;-2.25872;-3.35972;
0.0231014;-2.22234;-3.35065;
0.0231099;-2.18415;-3.34093;
0.0231187;-2.14455;-3.33064;
0.0231263;-2.10986;-3.32145;
0.0231346;-2.0724;-3.31134;
0.0231436;-2.03103;-3.29996;
0.0231522;-1.992;-3.28902;
0.0231609;-1.95192;-3.27758;
0.0231689;-1.91518;-3.26692;
0.0231789;-1.8689;-3.25324;
0.023187;-1.83123;-3.2419;
0.0231952;-1.79277;-3.23015;
0.0232036;-1.75354;-3.21798;
0.0232136;-1.70663;-3.20317;
0.0232216;-1.66908;-3.19113;
0.02323;-1.6292;-3.17816;
0.0232393;-1.58535;-3.16368;
0.0232476;-1.54586;-3.15044;
0.0232561;-1.50541;-3.13669;
0.0232643;-1.46652;-3.1233;
0.0232743;-1.41865;-3.10658;
0.0232822;-1.38064;-3.09312;
0.0232904;-1.34108;-3.07893;
0.0232989;-1.3;-3.06402;
0.0233076;-1.25809;-3.04861;
0.0233154;-1.22036;-3.03457;
0.0233236;-1.18039;-3.01953;
0.0233331;-1.1343;-3.00196;
0.0233416;-1.09295;-2.98601;
0.0233502;-1.05063;-2.9695;
0.0233583;-1.0113;-2.95398;
0.0233683;-0.962287;-2.9344;
0.0233762;-0.923225;-2.91862;
0.0233844;-0.883011;-2.90221;
0.0233929;-0.84106;-2.8849;
0.0234016;-0.798045;-2.86697;
0.0234094;-0.759779;-2.85086;
0.0234176;-0.719053;-2.83354;
0.0234269;-0.672971;-2.81374;
0.0234354;-0.630828;-2.79544;
0.0234441;-0.587705;-2.77652;
0.0234521;-0.547918;-2.7589;
0.0234621;-0.498192;-2.73665;
0.0234702;-0.458275;-2.71861;
0.0234783;-0.417672;-2.7001;
0.0234868;-0.375337;-2.68061;
0.0234956;-0.331463;-2.66023;
0.0235032;-0.29328;-2.64233;
0.0235115;-0.252082;-2.62286;
0.0235205;-0.206979;-2.60135;
0.0235291;-0.164352;-2.58082;
0.0235378;-0.120719;-2.55963;
0.0235457;-0.0809325;-2.54014;
0.0235557;-0.0309358;-2.51542;
0.0235639;0.00969925;-2.49515;
0.0235721;0.0510521;-2.47434;
0.0235805;0.0929186;-2.45311;
0.0235905;0.142905;-2.42753;
0.0235985;0.182632;-2.40702;
0.0236069;0.224868;-2.38504;
0.0236161;0.270769;-2.36095;
0.0236244;0.312335;-2.33895;
0.023633;0.354776;-2.31631;
0.0236411;0.395311;-2.29452;
0.0236511;0.445134;-2.26751;
0.023659;0.484697;-2.24588;
0.0236672;0.525437;-2.22344;
0.0236757;0.567781;-2.19994;
0.0236844;0.611006;-2.17576;
0.0236922;0.649527;-2.15405;
0.0237004;0.690321;-2.1309;
0.0237098;0.736657;-2.10439;
0.0237183;0.778643;-2.08018;
0.023727;0.821491;-2.05528;
0.023735;0.861014;-2.03215;
0.023745;0.910223;-2.00312;
0.023753;0.94952;-1.97975;
0.0237611;0.989389;-1.95588;
0.0237696;1.03111;-1.93071;
0.0237784;1.07401;-1.90464;
0.0237861;1.11147;-1.88172;
0.0237944;1.15164;-1.85697;
0.0238035;1.19591;-1.82949;
0.023812;1.23724;-1.80364;
0.0238207;1.27943;-1.77706;
0.0238287;1.31793;-1.75263;
0.0238387;1.36609;-1.72184;
0.0238468;1.40499;-1.69678;
0.023855;1.44447;-1.67118;
0.0238634;1.48466;-1.64492;
0.0238734;1.53233;-1.61354;
0.0238814;1.57037;-1.58832;
0.0238899;1.6104;-1.56159;
0.0238992;1.65445;-1.53196;
0.0239075;1.6936;-1.50543;
0.023916;1.73345;-1.47823;
0.0239241;1.77165;-1.45198;
0.0239341;1.81831;-1.41968;
0.023942;1.85503;-1.39407;
0.0239503;1.89327;-1.36722;
0.0239588;1.93262;-1.33939;
0.0239674;1.9724;-1.31107;
0.0239752;2.00821;-1.2854;
0.0239835;2.04586;-1.25822;
0.0239931;2.08946;-1.22652;
0.0240015;2.12787;-1.19838;
0.0240102;2.16693;-1.16957;
0.0240182;2.20315;-1.14265;
0.0240282;2.24793;-1.10914;
0.0240362;2.28321;-1.08253;
0.0240444;2.31971;-1.05482;
0.0240529;2.35735;-1.02604;
0.0240616;2.3955;-0.996662;
0.0240694;2.4296;-0.970217;
0.0240776;2.46551;-0.942185;
0.0240871;2.5066;-0.909862;
0.0240955;2.54321;-0.880847;
0.0241042;2.58042;-0.851144;
0.0241122;2.61476;-0.823534;
0.0241222;2.65725;-0.78911;
0.0241302;2.69086;-0.761666;
0.0241384;2.72523;-0.733413;
0.0241469;2.76083;-0.703927;
0.0241556;2.79709;-0.67368;
0.0241634;2.82911;-0.646775;
0.0241716;2.86297;-0.618126;
0.0241809;2.90097;-0.585717;
0.0241894;2.93549;-0.556054;
0.0241981;2.97055;-0.525692;
0.0242061;3.00267;-0.497676;
0.0242161;3.0425;-0.462648;
0.0242241;3.07423;-0.434516;
0.0242323;3.10628;-0.405892;
0.0242408;3.13944;-0.376053;
0.0242496;3.17355;-0.345109;
0.0242572;3.20302;-0.318184;
0.0242655;3.23459;-0.289115;
0.0242745;3.26886;-0.257307;
0.024283;3.30102;-0.227213;
0.0242918;3.33369;-0.196398;
0.0242997;3.36324;-0.168302;
0.0243097;3.40007;-0.132979;
0.0243178;3.42976;-0.104253;
0.0243261;3.45974;-0.0750111;
0.0243345;3.48984;-0.0454177;
0.0243445;3.52547;-0.0100638;
0.0243524;3.55353;0.0180272;
0.0243609;3.58314;0.0479192;
0.0243701;3.61501;0.0803744;
0.0243784;3.64365;0.10981;
0.0243869;3.67265;0.139875;
0.024395;3.70011;0.168584;
0.024405;3.73355;0.20389;
0.024413;3.75988;0.231948;
0.0244212;3.78673;0.260816;
0.0244297;3.81441;0.290847;
0.0244384;3.84242;0.321529;
0.0244462;3.86714;0.348843;
0.0244544;3.8931;0.377799;
0.0244637;3.92225;0.41063;
0.0244722;3.94846;0.440454;
0.0244809;3.97495;0.470902;
0.0244889;3.99913;0.498973;
0.0244989;4.02894;0.533949;
0.0245069;4.05252;0.561913;
0.0245151;4.07621;0.590293;
0.0245236;4.10071;0.619938;
0.0245324;4.12568;0.650489;
0.02454;4.14722;0.677121;
0.0245483;4.17012;0.705723;
0.0245574;4.195;0.737157;
0.0245659;4.21804;0.766609;
0.0245746;4.2413;0.796683;
0.0245826;4.26226;0.824107;
0.0245926;4.28819;0.858446;
0.0246007;4.30889;0.886221;
0.0246089;4.32967;0.914421;
0.0246173;4.35051;0.943064;
0.0246273;4.37494;0.97709;
0.0246353;4.39413;1.00419;
0.0246438;4.41412;1.03279;
0.0246531;4.43572;1.06411;
0.0246614;4.45476;1.09211;
0.0246699;4.47388;1.12063;
0.024678;4.49192;1.14792;
0.024688;4.51365;1.1813;
0.0246959;4.53053;1.20763;
0.0247042;4.54779;1.23493;
0.0247127;4.56532;1.26311;
0.0247213;4.58281;1.29167;
0.0247291;4.59826;1.31727;
0.0247374;4.61427;1.34425;
0.0247469;4.63237;1.37527;
0.0247553;4.64816;1.40284;
0.024764;4.66394;1.43089;
0.0247721;4.67828;1.45685;
0.0247821;4.6957;1.48899;
0.02479;4.70919;1.51442;
0.0247982;4.7228;1.54053;
0.0248067;4.73661;1.56758;
0.0248154;4.75037;1.59511;
0.0248232;4.76234;1.61957;
0.0248314;4.77472;1.64539;
0.0248408;4.7884;1.6746;
0.0248493;4.80045;1.70099;
0.0248579;4.81242;1.72784;
0.024866;4.82314;1.75251;
0.024876;4.83608;1.78313;
0.024884;4.84608;1.8075;
0.0248921;4.85593;1.83214;
0.0249006;4.8659;1.85783;
0.0249094;4.87581;1.88417;
0.0249171;4.88417;1.90707;
0.0249253;4.89283;1.93156;
0.0249344;4.902;1.95843;
0.0249429;4.91022;1.98345;
0.0249517;4.91825;2.00889;
0.0249596;4.92528;2.03202;
0.0249696;4.93364;2.06085;
0.0249777;4.94006;2.08405;
0.024986;4.94625;2.10752;
0.0249944;4.95222;2.1313;
0.0250044;4.95887;2.1594;
0.0250124;4.96383;2.18172;
0.0250208;4.96872;2.20514;
0.0250301;4.9737;2.23077;
0.0250384;4.97779;2.25349;
0.0250469;4.9816;2.27653;
0.0250551;4.98493;2.29851;
0.0250651;4.98856;2.32526;
0.025073;4.99108;2.34622;
0.0250812;4.99337;2.36795;
0.0250897;4.99538;2.39023;
0.0250984;4.99705;2.41266;
0.0251062;4.99824;2.43276;
0.0251144;4.99916;2.45381;
0.025124;4.99981;2.47802;
0.0251325;5;2.4993;
0.0251411;4.99982;2.52085;
0.0251492;4.99932;2.54073;
0.0251592;4.99825;2.56518;
0.0251671;4.99705;2.58438;
0.0251753;4.99547;2.60411;
0.0251838;4.99348;2.62438;
0.0251925;4.99107;2.64485;
0.0252003;4.9886;2.66303;
0.0252085;4.98565;2.68209;
0.025218;4.98185;2.70371;
0.0252264;4.97806;2.72295;
0.0252351;4.97382;2.7424;
0.0252431;4.96955;2.76024;
0.0252531;4.96379;2.78219;
0.0252611;4.95885;2.79949;
0.0252693;4.95346;2.81702;
0.0252778;4.94748;2.83511;
0.0252865;4.94098;2.85346;
0.0252943;4.93491;2.86951;
0.0253025;4.92812;2.88643;
0.0253117;4.9201;2.90518;
0.0253203;4.91235;2.92221;
0.025329;4.90405;2.93941;
0.0253369;4.8961;2.95503;
0.0253469;4.88572;2.9743;
0.025355;4.87701;2.98958;
0.0253632;4.86783;3.00491;
0.0253716;4.85799;3.02058;
0.0253805;4.84734;3.0367;
0.0253881;4.83784;3.05043;
0.0253964;4.82724;3.06509;
0.0254053;4.81538;3.08075;
0.0254139;4.80371;3.09544;
0.0254226;4.79141;3.11025;
0.0254305;4.7799;3.12351;
0.0254405;4.76499;3.13992;
0.0254487;4.75248;3.15307;
0.025457;4.73942;3.16623;
0.0254653;4.72596;3.17925;
0.0254753;4.7094;3.19456;
0.0254833;4.69597;3.20643;
0.0254917;4.68128;3.21892;
0.0255008;4.66513;3.23207;
0.0255091;4.64996;3.24391;
0.0255177;4.63412;3.25579;
0.0255258;4.61875;3.26685;
0.0255358;4.59937;3.28021;
0.0255438;4.58355;3.29064;
0.0255519;4.56714;3.30106;
0.0255604;4.54963;3.31173;
0.0255692;4.53128;3.32245;
0.0255769;4.51488;3.33165;
0.0255851;4.49701;3.34129;
0.0255943;4.47681;3.35174;
0.0256028;4.45768;3.3612;
0.0256115;4.43779;3.37062;
0.0256195;4.41926;3.37903;
0.0256295;4.39565;3.38927;
0.0256376;4.37626;3.39728;
0.0256458;4.35624;3.40521;
0.0256542;4.3354;3.41311;
0.0256632;4.31293;3.42123;
0.0256708;4.29353;3.42792;
0.0256791;4.27216;3.43497;
0.025688;4.24891;3.44228;
0.0256965;4.22626;3.44904;
0.0257052;4.20276;3.45569;
0.0257132;4.18112;3.46152;
0.0257232;4.15349;3.46854;
0.0257313;4.13059;3.47402;
0.0257397;4.107;3.47937;
0.025748;4.08312;3.48447;
0.025758;4.05406;3.49028;
0.0257659;4.0309;3.49461;
0.0257743;4.00571;3.49903;
0.0257833;3.97861;3.50345;
0.0257917;3.95317;3.50729;
0.0258002;3.92688;3.51098;
0.0258083;3.90172;3.51422;
0.0258183;3.87026;3.51792;
0.0258263;3.84472;3.52064;
0.0258345;3.81852;3.52316;
0.025843;3.79097;3.52554;
0.0258518;3.76215;3.52774;
0.0258594;3.73684;3.52943;
0.0258677;3.7093;3.53102;
0.0258767;3.67888;3.53249;
0.0258852;3.64986;3.53361;
0.025894;3.61988;3.53449;
0.0259019;3.59232;3.53506;
0.0259119;3.55736;3.53545;
0.0259201;3.52869;3.53552;
0.0259283;3.49926;3.53534;
0.0259367;3.46924;3.53491;
0.0259467;3.43306;3.53408;
0.0259547;3.40406;3.53316;
0.0259631;3.37297;3.53195;
0.0259723;3.33892;3.53034;
0.0259806;3.30781;3.52862;
0.0259891;3.27579;3.52661;
0.0259973;3.24498;3.52446;
0.0260073;3.20678;3.52149;
0.0260152;3.17618;3.51887;
0.0260234;3.14446;3.51595;
0.0260319;3.11122;3.51266;
0.0260406;3.07702;3.50903;
0.0260484;3.04633;3.50557;
0.0260566;3.01358;3.50167;
0.026066;2.97612;3.49695;
0.0260745;2.94188;3.4924;
0.0260832;2.90667;3.48749;
0.0260912;2.87395;3.48272;
0.0261012;2.8329;3.47646;
0.0261092;2.79984;3.4712;
0.0261173;2.76606;3.46562;
0.0261258;2.73049;3.45954;
0.0261346;2.69361;3.45301;
0.0261423;2.6612;3.44708;
0.0261505;2.6262;3.44048;
0.0261596;2.58738;3.43293;
0.0261682;2.55082;3.42559;
0.0261769;2.51322;3.41784;
0.0261848;2.47869;3.41052;
0.0261948;2.43514;3.40103;
0.0262029;2.39969;3.39309;
0.0262112;2.36346;3.38479;
0.0262196;2.32635;3.37609;
0.0262296;2.28197;3.36542;
0.0262376;2.24633;3.35665;
0.026246;2.20852;3.34715;
0.0262553;2.16669;3.33642;
0.0262636;2.12916;3.32658;
0.0262721;2.09069;3.3163;
0.0262803;2.05358;3.30619;
0.0262903;2.00789;3.2935;
0.0262982;1.97165;3.28324;
0.0263064;1.93371;3.27232;
0.026315;1.89436;3.2608;
0.0263236;1.85427;3.24886;
0.0263314;1.81799;3.23788;
0.0263396;1.77956;3.22607;
0.0263492;1.73486;3.21211;
0.0263577;1.69505;3.19948;
0.0263663;1.65428;3.18634;
0.0263744;1.61624;3.1739;
0.0263844;1.56884;3.15817;
0.0263923;1.53116;3.14547;
0.0264005;1.49203;3.13211;
0.026409;1.45134;3.11803;
0.0264177;1.40973;3.10343;
0.0264255;1.37237;3.09017;
0.0264337;1.33273;3.07592;
0.0264432;1.28723;3.05934;
0.0264516;1.24617;3.04419;
0.0264603;1.20414;3.02848;
0.0264683;1.16513;3.01374;
0.0264783;1.11645;2.9951;
0.0264863;1.07755;2.98003;
0.0264945;1.03769;2.96441;
0.026503;0.995991;2.94789;
0.0265117;0.95311;2.93071;
0.0265195;0.915195;2.91536;
0.0265277;0.874656;2.89878;
0.0265369;0.829208;2.87998;
0.0265454;0.787219;2.86243;
0.0265541;0.744227;2.84426;
0.0265621;0.704674;2.82738;
0.0265721;0.655139;2.80601;
0.0265802;0.615206;2.78861;
0.0265884;0.574563;2.77072;
0.0265968;0.532535;2.75205;
0.0266057;0.488435;2.73226;
0.0266133;0.45046;2.71506;
0.0266216;0.409285;2.69625;
0.0266305;0.364731;2.6757;
0.0266391;0.322155;2.65588;
0.0266478;0.278545;2.63539;
0.0266557;0.238872;2.61658;
0.0266657;0.188918;2.59267;
0.0266739;0.148144;2.57297;
